,loss,accuracy,val_loss,val_accuracy
0,0.4314064383506775,0.8679634928703308,0.3343885838985443,0.8993333578109741
1,0.22570833563804626,0.9251104593276978,0.308851033449173,0.902999997138977
2,0.1824910044670105,0.9427818059921265,0.3313351571559906,0.9010000228881836
3,0.13627390563488007,0.955180287361145,0.3198046088218689,0.9116666913032532
4,0.10764060169458389,0.963374674320221,0.25283482670783997,0.9306666851043701
5,0.07140661776065826,0.9758443832397461,0.3496782183647156,0.918666660785675
6,0.08278091251850128,0.9815447926521301,38.63510513305664,0.687666654586792
7,0.07121896743774414,0.9791221022605896,0.4973703920841217,0.9083333611488342
8,0.0678531676530838,0.9847513437271118,0.6762611865997314,0.9096666574478149
9,0.04583099111914635,0.9874590039253235,0.33468279242515564,0.9296666383743286
10,0.025249429047107697,0.9923043847084045,0.5471652150154114,0.9233333468437195
11,0.027023661881685257,0.9925894141197205,0.550123393535614,0.9070000052452087
12,0.031510598957538605,0.9908080101013184,0.5318053364753723,0.9206666946411133
13,0.016438106074929237,0.995012104511261,0.518962025642395,0.9190000295639038
14,0.025539333000779152,0.9935157299041748,0.39780929684638977,0.9259999990463257
15,0.016872184351086617,0.9950833916664124,0.47005054354667664,0.9269999861717224
16,0.022844498977065086,0.9938720464706421,0.5033723711967468,0.9233333468437195
17,0.026735667139291763,0.9918056130409241,0.5219723582267761,0.9163333177566528
18,0.022629715502262115,0.9935870170593262,0.47442853450775146,0.9106666445732117
19,0.010370130650699139,0.9961522221565247,0.5513567924499512,0.9279999732971191
