,loss,accuracy,val_loss,val_accuracy
0,1.213890552520752,0.6239133477210999,0.8970006704330444,0.7926666736602783
1,0.34570935368537903,0.8963944911956787,0.2703184187412262,0.9020000100135803
2,0.26321035623550415,0.9221889972686768,0.27858784794807434,0.9139999747276306
3,0.21675904095172882,0.9357275366783142,0.27408739924430847,0.9246666431427002
4,0.18814952671527863,0.9455607533454895,0.24838405847549438,0.9226666688919067
5,0.1641906350851059,0.948268473148346,0.24484185874462128,0.9213333129882812
6,0.13371090590953827,0.9594556093215942,0.3166041374206543,0.9176666736602783
7,0.11815757304430008,0.966011106967926,0.41825902462005615,0.9116666913032532
8,0.09769123047590256,0.9713552594184875,0.3779418468475342,0.9083333611488342
9,0.08700206875801086,0.9725666046142578,0.4123939573764801,0.9226666688919067
10,0.08740682899951935,0.977126955986023,0.4258434772491455,0.9150000214576721
11,0.07572560012340546,0.9802622199058533,0.39235472679138184,0.9150000214576721
12,0.06186709553003311,0.9848938584327698,0.3445218503475189,0.9226666688919067
13,0.04698346182703972,0.987102746963501,0.44177067279815674,0.9263333082199097
14,0.04359547421336174,0.9887416362762451,0.6472250819206238,0.9039999842643738
15,0.08203468471765518,0.9806897640228271,0.6182294487953186,0.9229999780654907
16,0.0803411677479744,0.9793359041213989,0.6424965858459473,0.8939999938011169
17,0.09543199092149734,0.9765569567680359,0.48356473445892334,0.9223333597183228
18,0.07246971130371094,0.9830411672592163,1.1954160928726196,0.8399999737739563
19,0.08506746590137482,0.9798346757888794,0.5575963854789734,0.9263333082199097
