,loss,accuracy,val_loss,val_accuracy
0,0.3472863733768463,0.8914778232574463,0.2377839833498001,0.921999990940094
1,0.2115706354379654,0.93216472864151,0.2286222279071808,0.9253333210945129
2,0.16504065692424774,0.9484822750091553,0.3142935037612915,0.9116666913032532
3,0.1303289532661438,0.9571041464805603,0.7148845791816711,0.8970000147819519
4,0.11156141757965088,0.9670087099075317,0.5432549118995667,0.8976666927337646
5,0.0815582424402237,0.974205493927002,0.32464179396629333,0.9206666946411133
6,0.06836040318012238,0.9808322787284851,0.44536080956459045,0.9296666383743286
7,0.06963270157575607,0.9801197052001953,0.4277130663394928,0.9236666560173035
8,0.044684045016765594,0.9864614605903625,0.33997949957847595,0.9303333163261414
9,0.032757434993982315,0.9910930395126343,0.4428507089614868,0.9279999732971191
10,0.03533494845032692,0.9909505248069763,0.43872928619384766,0.9313333630561829
11,0.03752767667174339,0.9892404079437256,0.4793778955936432,0.9296666383743286
12,0.04144655540585518,0.9903092384338379,0.3616192638874054,0.9303333163261414
13,0.02742108143866062,0.9912355542182922,0.43367090821266174,0.9363333582878113
14,0.026884738355875015,0.9930169582366943,0.8844327926635742,0.9103333353996277
15,0.04783681780099869,0.9884566068649292,0.4390554130077362,0.9293333292007446
16,0.02611781656742096,0.9926607012748718,0.4157007932662964,0.9259999990463257
17,0.03441723436117172,0.992233157157898,0.86977618932724,0.8943333625793457
18,0.03397831693291664,0.992233157157898,0.5489122271537781,0.9269999861717224
19,0.025925062596797943,0.9947270750999451,0.5976904034614563,0.9336666464805603
