,loss,accuracy,val_loss,val_accuracy
0,0.8298208117485046,0.6500641107559204,0.2926228642463684,0.918666660785675
1,0.2666362524032593,0.9175573587417603,0.2417737990617752,0.9273333549499512
2,0.21437543630599976,0.9345874190330505,0.2529453635215759,0.9243333339691162
3,0.17836017906665802,0.9475559592247009,0.25945112109184265,0.909333348274231
4,0.1728919893503189,0.9506199359893799,0.36261633038520813,0.9156666398048401
5,0.10072635114192963,0.9687188267707825,0.32430076599121094,0.9283333420753479
6,0.1318690925836563,0.9652273058891296,0.7223036289215088,0.9083333611488342
7,0.10327661037445068,0.9733504056930542,0.42771124839782715,0.9240000247955322
8,0.09834498912096024,0.976841926574707,0.44534358382225037,0.9213333129882812
9,0.08707272261381149,0.9782670736312866,0.5166008472442627,0.9133333563804626
10,0.05840758606791496,0.98418128490448,0.4951549768447876,0.9303333163261414
11,0.07047822326421738,0.9829699397087097,1.048376441001892,0.9106666445732117
12,0.08445677906274796,0.979050874710083,0.6616623997688293,0.9290000200271606
13,0.035602468997240067,0.9902380108833313,0.6471055746078491,0.9303333163261414
14,0.05263710021972656,0.9881715774536133,0.5076345801353455,0.9243333339691162
15,0.05054086446762085,0.9876728057861328,0.5852870941162109,0.9269999861717224
16,0.030094074085354805,0.9921618700027466,1.1506502628326416,0.9049999713897705
17,0.03553512692451477,0.99209064245224,0.5527219772338867,0.9290000200271606
18,0.08627508580684662,0.9846800565719604,0.9287288188934326,0.9079999923706055
19,0.05623702332377434,0.987102746963501,0.5364441871643066,0.9226666688919067
